prompt_id,bloom,bloom_band,subject,subject_family,knowledge_state,learning_stage,learning_context
P0800,Apply,AA,Mathematics,formal,novice,comprehensive_mastery,collaborative
P0801,Create,EC,Sociology,applied,informed,skill_building,guided
P0802,Create,EC,Biology,natural,misinformed,conceptual_orientation,autonomous
P0803,Apply,AA,Biology,natural,misinformed,comprehensive_mastery,collaborative
P0804,Apply,AA,Literature,humanistic,informed,competency_development,guided
P0805,Apply,AA,History,humanistic,informed,competency_development,collaborative
P0806,Understand,RU,Biology,natural,novice,skill_building,autonomous
P0807,Analyze,AA,Sociology,applied,novice,conceptual_orientation,collaborative
P0808,Remember,RU,Computer Science,formal,misinformed,competency_development,guided
P0809,Create,EC,Biology,natural,informed,conceptual_orientation,autonomous
P0810,Remember,RU,Art History,humanistic,misinformed,comprehensive_mastery,guided
P0811,Remember,RU,History,humanistic,novice,conceptual_orientation,collaborative
P0812,Apply,AA,Ethics,humanistic,misinformed,conceptual_orientation,collaborative
P0813,Remember,RU,Biology,natural,novice,skill_building,collaborative
P0814,Evaluate,EC,Computer Science,formal,misinformed,comprehensive_mastery,guided
P0815,Analyze,AA,Computer Science,formal,novice,competency_development,guided
P0816,Understand,RU,Sociology,applied,novice,competency_development,guided
P0817,Analyze,AA,Biology,natural,informed,skill_building,guided
P0818,Remember,RU,Literature,humanistic,misinformed,conceptual_orientation,collaborative
P0819,Analyze,AA,Art History,humanistic,informed,skill_building,guided
P0820,Create,EC,Mathematics,formal,novice,competency_development,autonomous
P0821,Understand,RU,History,humanistic,novice,competency_development,autonomous
P0822,Apply,AA,Literature,humanistic,informed,comprehensive_mastery,guided
P0823,Understand,RU,Computer Science,formal,misinformed,skill_building,collaborative
P0824,Understand,RU,Psychology,natural,novice,conceptual_orientation,guided
P0825,Evaluate,EC,Psychology,natural,informed,skill_building,autonomous
P0826,Create,EC,Art History,humanistic,informed,comprehensive_mastery,collaborative
P0827,Understand,RU,Ethics,humanistic,misinformed,competency_development,autonomous
P0828,Understand,RU,Computer Science,formal,novice,comprehensive_mastery,collaborative
P0829,Analyze,AA,Psychology,natural,informed,skill_building,autonomous
P0830,Apply,AA,Biology,natural,novice,comprehensive_mastery,autonomous
P0831,Remember,RU,Art History,humanistic,informed,skill_building,collaborative
P0832,Analyze,AA,Ethics,humanistic,misinformed,skill_building,guided
P0833,Apply,AA,Biology,natural,informed,competency_development,guided
P0834,Create,EC,Physics,formal,informed,competency_development,guided
P0835,Create,EC,Sociology,applied,informed,conceptual_orientation,guided
P0836,Understand,RU,Biology,natural,novice,conceptual_orientation,autonomous
P0837,Create,EC,Ethics,humanistic,misinformed,conceptual_orientation,collaborative
P0838,Analyze,AA,Art History,humanistic,informed,competency_development,autonomous
P0839,Evaluate,EC,Biology,natural,novice,skill_building,guided
P0840,Evaluate,EC,Biology,natural,novice,competency_development,collaborative
P0841,Create,EC,Art History,humanistic,novice,skill_building,collaborative
P0842,Understand,RU,Physics,formal,novice,conceptual_orientation,autonomous
P0843,Evaluate,EC,Biology,natural,informed,skill_building,collaborative
P0844,Create,EC,Computer Science,formal,informed,comprehensive_mastery,guided
P0845,Evaluate,EC,Computer Science,formal,informed,skill_building,collaborative
P0846,Create,EC,Literature,humanistic,misinformed,conceptual_orientation,autonomous
P0847,Analyze,AA,Biology,natural,informed,comprehensive_mastery,collaborative
P0848,Remember,RU,Physics,formal,misinformed,skill_building,guided
P0849,Apply,AA,Psychology,natural,informed,comprehensive_mastery,guided
P0850,Evaluate,EC,Mathematics,formal,informed,competency_development,autonomous
P0851,Apply,AA,History,humanistic,misinformed,skill_building,autonomous
P0852,Evaluate,EC,History,humanistic,informed,conceptual_orientation,collaborative
P0853,Apply,AA,Art History,humanistic,informed,skill_building,autonomous
P0854,Apply,AA,Literature,humanistic,novice,conceptual_orientation,guided
P0855,Create,EC,Computer Science,formal,novice,conceptual_orientation,guided
P0856,Create,EC,Psychology,natural,novice,conceptual_orientation,guided
P0857,Evaluate,EC,Psychology,natural,misinformed,conceptual_orientation,collaborative
P0858,Analyze,AA,Physics,formal,informed,skill_building,autonomous
P0859,Evaluate,EC,Literature,humanistic,novice,skill_building,collaborative
P0860,Remember,RU,Ethics,humanistic,misinformed,conceptual_orientation,autonomous
P0861,Evaluate,EC,Ethics,humanistic,misinformed,comprehensive_mastery,collaborative
P0862,Create,EC,Physics,formal,informed,competency_development,collaborative
P0863,Understand,RU,Art History,humanistic,misinformed,comprehensive_mastery,collaborative
P0864,Create,EC,Physics,formal,informed,comprehensive_mastery,autonomous
P0865,Analyze,AA,Biology,natural,novice,competency_development,autonomous
P0866,Analyze,AA,Biology,natural,novice,conceptual_orientation,collaborative
P0867,Remember,RU,Sociology,applied,novice,conceptual_orientation,autonomous
P0868,Create,EC,Mathematics,formal,novice,comprehensive_mastery,collaborative
P0869,Remember,RU,Ethics,humanistic,informed,comprehensive_mastery,autonomous
P0870,Apply,AA,Psychology,natural,misinformed,comprehensive_mastery,autonomous
P0871,Create,EC,Art History,humanistic,informed,competency_development,autonomous
P0872,Evaluate,EC,Art History,humanistic,misinformed,comprehensive_mastery,autonomous
P0873,Create,EC,Art History,humanistic,misinformed,comprehensive_mastery,collaborative
P0874,Create,EC,Literature,humanistic,misinformed,skill_building,autonomous
P0875,Evaluate,EC,Psychology,natural,novice,conceptual_orientation,guided
P0876,Understand,RU,Biology,natural,novice,competency_development,collaborative
P0877,Analyze,AA,Biology,natural,informed,comprehensive_mastery,guided
P0878,Remember,RU,Computer Science,formal,misinformed,competency_development,collaborative
P0879,Understand,RU,Literature,humanistic,informed,competency_development,collaborative
P0880,Create,EC,Art History,humanistic,novice,skill_building,guided
P0881,Understand,RU,Sociology,applied,misinformed,skill_building,collaborative
P0882,Remember,RU,Physics,formal,informed,comprehensive_mastery,guided
P0883,Analyze,AA,Literature,humanistic,misinformed,conceptual_orientation,guided
P0884,Remember,RU,Sociology,applied,informed,competency_development,autonomous
P0885,Apply,AA,History,humanistic,misinformed,comprehensive_mastery,collaborative
P0886,Create,EC,Computer Science,formal,informed,conceptual_orientation,guided
P0887,Analyze,AA,Psychology,natural,informed,comprehensive_mastery,collaborative
P0888,Evaluate,EC,Mathematics,formal,novice,comprehensive_mastery,guided
P0889,Evaluate,EC,Computer Science,formal,informed,skill_building,guided
P0890,Create,EC,Literature,humanistic,informed,skill_building,collaborative
P0891,Understand,RU,Computer Science,formal,informed,skill_building,autonomous
P0892,Remember,RU,Physics,formal,misinformed,comprehensive_mastery,autonomous
P0893,Apply,AA,Mathematics,formal,novice,comprehensive_mastery,guided
P0894,Analyze,AA,Sociology,applied,misinformed,comprehensive_mastery,autonomous
P0895,Apply,AA,History,humanistic,novice,competency_development,collaborative
P0896,Analyze,AA,Psychology,natural,misinformed,competency_development,guided
P0897,Apply,AA,Literature,humanistic,informed,skill_building,guided
P0898,Understand,RU,History,humanistic,misinformed,skill_building,guided
P0899,Evaluate,EC,Biology,natural,novice,skill_building,collaborative
P0900,Understand,RU,Art History,humanistic,misinformed,comprehensive_mastery,guided
P0901,Remember,RU,Mathematics,formal,informed,skill_building,autonomous
P0902,Evaluate,EC,Art History,humanistic,misinformed,skill_building,collaborative
P0903,Analyze,AA,Biology,natural,novice,conceptual_orientation,guided
P0904,Evaluate,EC,Computer Science,formal,informed,comprehensive_mastery,autonomous
P0905,Create,EC,Biology,natural,misinformed,conceptual_orientation,collaborative
P0906,Remember,RU,Literature,humanistic,misinformed,competency_development,guided
P0907,Apply,AA,Ethics,humanistic,misinformed,competency_development,collaborative
P0908,Apply,AA,Art History,humanistic,novice,conceptual_orientation,guided
P0909,Create,EC,Computer Science,formal,novice,conceptual_orientation,collaborative
P0910,Remember,RU,Literature,humanistic,informed,competency_development,autonomous
P0911,Remember,RU,Sociology,applied,novice,skill_building,autonomous
P0912,Understand,RU,Sociology,applied,misinformed,conceptual_orientation,collaborative
P0913,Understand,RU,History,humanistic,informed,competency_development,collaborative
P0914,Analyze,AA,Physics,formal,misinformed,skill_building,guided
P0915,Analyze,AA,Computer Science,formal,novice,comprehensive_mastery,autonomous
P0916,Evaluate,EC,Computer Science,formal,misinformed,conceptual_orientation,autonomous
P0917,Remember,RU,Physics,formal,misinformed,comprehensive_mastery,collaborative
P0918,Understand,RU,Literature,humanistic,novice,conceptual_orientation,collaborative
P0919,Apply,AA,Ethics,humanistic,novice,comprehensive_mastery,guided
P0920,Analyze,AA,Mathematics,formal,novice,comprehensive_mastery,guided
P0921,Analyze,AA,Ethics,humanistic,novice,comprehensive_mastery,autonomous
P0922,Evaluate,EC,Mathematics,formal,misinformed,comprehensive_mastery,collaborative
P0923,Create,EC,Physics,formal,novice,competency_development,autonomous
P0924,Apply,AA,Literature,humanistic,novice,skill_building,guided
P0925,Create,EC,Art History,humanistic,misinformed,conceptual_orientation,autonomous
P0926,Create,EC,Psychology,natural,misinformed,competency_development,autonomous
P0927,Create,EC,Art History,humanistic,misinformed,comprehensive_mastery,guided
P0928,Understand,RU,Art History,humanistic,informed,comprehensive_mastery,autonomous
P0929,Apply,AA,Psychology,natural,informed,comprehensive_mastery,autonomous
P0930,Apply,AA,Art History,humanistic,misinformed,conceptual_orientation,autonomous
P0931,Understand,RU,History,humanistic,misinformed,comprehensive_mastery,collaborative
P0932,Understand,RU,Art History,humanistic,informed,skill_building,collaborative
P0933,Understand,RU,Art History,humanistic,misinformed,conceptual_orientation,autonomous
P0934,Create,EC,Ethics,humanistic,novice,competency_development,collaborative
P0935,Apply,AA,Physics,formal,novice,skill_building,collaborative
P0936,Create,EC,Physics,formal,misinformed,skill_building,collaborative
P0937,Apply,AA,Biology,natural,informed,conceptual_orientation,collaborative
P0938,Apply,AA,Physics,formal,informed,competency_development,collaborative
P0939,Remember,RU,Literature,humanistic,informed,conceptual_orientation,collaborative
P0940,Analyze,AA,Psychology,natural,novice,competency_development,autonomous
P0941,Analyze,AA,History,humanistic,misinformed,competency_development,collaborative
P0942,Remember,RU,Ethics,humanistic,misinformed,comprehensive_mastery,collaborative
P0943,Apply,AA,Ethics,humanistic,misinformed,comprehensive_mastery,guided
P0944,Evaluate,EC,Computer Science,formal,informed,conceptual_orientation,autonomous
P0945,Understand,RU,Mathematics,formal,informed,conceptual_orientation,guided
P0946,Apply,AA,Mathematics,formal,novice,competency_development,autonomous
P0947,Understand,RU,Literature,humanistic,misinformed,skill_building,collaborative
P0948,Remember,RU,Computer Science,formal,informed,comprehensive_mastery,collaborative
P0949,Create,EC,Computer Science,formal,informed,skill_building,autonomous
P0950,Analyze,AA,History,humanistic,novice,conceptual_orientation,autonomous
P0951,Analyze,AA,Biology,natural,novice,comprehensive_mastery,guided
P0952,Remember,RU,Ethics,humanistic,novice,conceptual_orientation,guided
P0953,Analyze,AA,Physics,formal,informed,skill_building,collaborative
P0954,Create,EC,Physics,formal,misinformed,competency_development,collaborative
P0955,Understand,RU,Psychology,natural,misinformed,comprehensive_mastery,autonomous
P0956,Remember,RU,History,humanistic,misinformed,competency_development,autonomous
P0957,Understand,RU,Art History,humanistic,misinformed,conceptual_orientation,collaborative
P0958,Remember,RU,Mathematics,formal,novice,comprehensive_mastery,autonomous
P0959,Apply,AA,Art History,humanistic,informed,competency_development,collaborative
P0960,Analyze,AA,Computer Science,formal,misinformed,conceptual_orientation,collaborative
P0961,Evaluate,EC,Psychology,natural,informed,skill_building,guided
P0962,Evaluate,EC,Mathematics,formal,misinformed,comprehensive_mastery,autonomous
P0963,Evaluate,EC,Psychology,natural,novice,comprehensive_mastery,guided
P0964,Understand,RU,Mathematics,formal,misinformed,skill_building,guided
P0965,Analyze,AA,Art History,humanistic,novice,skill_building,guided
P0966,Analyze,AA,Physics,formal,novice,conceptual_orientation,autonomous
P0967,Analyze,AA,Psychology,natural,misinformed,conceptual_orientation,guided
P0968,Understand,RU,Literature,humanistic,informed,skill_building,guided
P0969,Evaluate,EC,History,humanistic,misinformed,comprehensive_mastery,collaborative
P0970,Remember,RU,Ethics,humanistic,novice,competency_development,autonomous
P0971,Analyze,AA,Literature,humanistic,misinformed,skill_building,autonomous
P0972,Understand,RU,History,humanistic,novice,skill_building,autonomous
P0973,Understand,RU,Computer Science,formal,informed,competency_development,collaborative
P0974,Understand,RU,Ethics,humanistic,novice,competency_development,collaborative
P0975,Create,EC,Mathematics,formal,novice,skill_building,autonomous
P0976,Understand,RU,Computer Science,formal,informed,conceptual_orientation,collaborative
P0977,Understand,RU,Computer Science,formal,informed,skill_building,collaborative
P0978,Understand,RU,History,humanistic,informed,skill_building,collaborative
P0979,Understand,RU,Psychology,natural,novice,skill_building,collaborative
P0980,Create,EC,Psychology,natural,misinformed,skill_building,guided
P0981,Apply,AA,History,humanistic,informed,conceptual_orientation,guided
P0982,Apply,AA,Psychology,natural,informed,competency_development,collaborative
P0983,Understand,RU,Ethics,humanistic,informed,conceptual_orientation,autonomous
P0984,Analyze,AA,Sociology,applied,informed,skill_building,collaborative
P0985,Understand,RU,History,humanistic,novice,competency_development,collaborative
P0986,Evaluate,EC,Art History,humanistic,informed,conceptual_orientation,autonomous
P0987,Evaluate,EC,Ethics,humanistic,informed,comprehensive_mastery,guided
P0988,Create,EC,Computer Science,formal,misinformed,competency_development,autonomous
P0989,Evaluate,EC,Ethics,humanistic,informed,comprehensive_mastery,collaborative
P0990,Evaluate,EC,Sociology,applied,novice,competency_development,collaborative
P0991,Evaluate,EC,Psychology,natural,informed,skill_building,collaborative
P0992,Apply,AA,History,humanistic,novice,comprehensive_mastery,autonomous
P0993,Apply,AA,History,humanistic,informed,skill_building,guided
P0994,Analyze,AA,Sociology,applied,informed,skill_building,autonomous
P0995,Analyze,AA,Computer Science,formal,informed,competency_development,guided
P0996,Understand,RU,Ethics,humanistic,misinformed,conceptual_orientation,guided
P0997,Remember,RU,Physics,formal,novice,competency_development,autonomous
P0998,Apply,AA,Physics,formal,misinformed,conceptual_orientation,collaborative
P0999,Apply,AA,History,humanistic,novice,comprehensive_mastery,collaborative
P1000,Apply,AA,Sociology,applied,novice,comprehensive_mastery,guided
P1001,Understand,RU,Ethics,humanistic,novice,competency_development,guided
P1002,Apply,AA,Art History,humanistic,informed,skill_building,collaborative
P1003,Remember,RU,Physics,formal,misinformed,competency_development,autonomous
P1004,Analyze,AA,Literature,humanistic,informed,skill_building,autonomous
P1005,Analyze,AA,Mathematics,formal,misinformed,comprehensive_mastery,guided
P1006,Understand,RU,Physics,formal,informed,conceptual_orientation,guided
P1007,Analyze,AA,Mathematics,formal,novice,comprehensive_mastery,collaborative
P1008,Evaluate,EC,Biology,natural,misinformed,competency_development,autonomous
P1009,Evaluate,EC,Ethics,humanistic,novice,competency_development,guided
P1010,Apply,AA,Sociology,applied,misinformed,comprehensive_mastery,autonomous
P1011,Understand,RU,Physics,formal,informed,skill_building,collaborative
P1012,Remember,RU,Sociology,applied,novice,competency_development,collaborative
P1013,Analyze,AA,Biology,natural,informed,competency_development,guided
P1014,Evaluate,EC,Ethics,humanistic,misinformed,competency_development,collaborative
P1015,Evaluate,EC,Physics,formal,informed,skill_building,autonomous
P1016,Apply,AA,Mathematics,formal,informed,competency_development,guided
P1017,Analyze,AA,Sociology,applied,novice,comprehensive_mastery,guided
P1018,Understand,RU,History,humanistic,informed,comprehensive_mastery,guided
P1019,Create,EC,History,humanistic,informed,competency_development,autonomous
P1020,Understand,RU,Ethics,humanistic,novice,conceptual_orientation,autonomous
P1021,Understand,RU,History,humanistic,informed,competency_development,autonomous
P1022,Create,EC,Mathematics,formal,misinformed,skill_building,autonomous
P1023,Remember,RU,Biology,natural,informed,competency_development,collaborative
P1024,Evaluate,EC,Art History,humanistic,novice,conceptual_orientation,guided
P1025,Understand,RU,Physics,formal,misinformed,skill_building,autonomous
P1026,Apply,AA,History,humanistic,misinformed,competency_development,autonomous
P1027,Analyze,AA,Computer Science,formal,misinformed,comprehensive_mastery,autonomous
P1028,Understand,RU,Physics,formal,informed,competency_development,collaborative
P1029,Remember,RU,Art History,humanistic,novice,competency_development,guided
P1030,Remember,RU,Physics,formal,misinformed,competency_development,collaborative
P1031,Analyze,AA,Mathematics,formal,misinformed,comprehensive_mastery,collaborative
P1032,Remember,RU,Biology,natural,novice,competency_development,autonomous
P1033,Apply,AA,Physics,formal,informed,comprehensive_mastery,collaborative
P1034,Create,EC,Biology,natural,misinformed,competency_development,guided
P1035,Create,EC,Literature,humanistic,informed,skill_building,autonomous
P1036,Create,EC,Ethics,humanistic,informed,conceptual_orientation,guided
P1037,Apply,AA,History,humanistic,misinformed,competency_development,guided
P1038,Understand,RU,Physics,formal,informed,conceptual_orientation,autonomous
P1039,Understand,RU,Art History,humanistic,informed,skill_building,guided
P1040,Apply,AA,Literature,humanistic,novice,conceptual_orientation,autonomous
P1041,Analyze,AA,Computer Science,formal,informed,conceptual_orientation,guided
P1042,Create,EC,Psychology,natural,informed,conceptual_orientation,autonomous
P1043,Evaluate,EC,Mathematics,formal,misinformed,skill_building,guided
P1044,Create,EC,Literature,humanistic,informed,competency_development,collaborative
P1045,Analyze,AA,Biology,natural,misinformed,comprehensive_mastery,autonomous
P1046,Remember,RU,Sociology,applied,misinformed,comprehensive_mastery,guided
P1047,Create,EC,Literature,humanistic,novice,competency_development,collaborative
P1048,Analyze,AA,Mathematics,formal,misinformed,competency_development,collaborative
P1049,Analyze,AA,Sociology,applied,informed,conceptual_orientation,autonomous
P1050,Evaluate,EC,History,humanistic,novice,competency_development,autonomous
P1051,Evaluate,EC,Psychology,natural,informed,competency_development,guided
P1052,Analyze,AA,Sociology,applied,misinformed,competency_development,guided
P1053,Evaluate,EC,Biology,natural,misinformed,comprehensive_mastery,autonomous
P1054,Understand,RU,History,humanistic,novice,conceptual_orientation,guided
P1055,Create,EC,Biology,natural,informed,conceptual_orientation,guided
P1056,Create,EC,History,humanistic,misinformed,skill_building,collaborative
P1057,Evaluate,EC,Psychology,natural,novice,skill_building,guided
P1058,Remember,RU,Art History,humanistic,misinformed,skill_building,collaborative
P1059,Understand,RU,History,humanistic,informed,skill_building,guided
P1060,Analyze,AA,Mathematics,formal,misinformed,competency_development,guided
P1061,Understand,RU,Sociology,applied,novice,competency_development,autonomous
P1062,Evaluate,EC,Mathematics,formal,novice,conceptual_orientation,guided
P1063,Remember,RU,Psychology,natural,novice,comprehensive_mastery,guided
P1064,Remember,RU,Computer Science,formal,informed,skill_building,autonomous
P1065,Apply,AA,Sociology,applied,novice,comprehensive_mastery,collaborative
P1066,Understand,RU,Mathematics,formal,misinformed,conceptual_orientation,collaborative
P1067,Analyze,AA,Ethics,humanistic,informed,skill_building,guided
P1068,Apply,AA,Literature,humanistic,novice,competency_development,collaborative
P1069,Evaluate,EC,Biology,natural,misinformed,conceptual_orientation,autonomous
P1070,Analyze,AA,Psychology,natural,informed,comprehensive_mastery,autonomous
P1071,Remember,RU,Biology,natural,misinformed,comprehensive_mastery,collaborative
P1072,Create,EC,Biology,natural,novice,conceptual_orientation,collaborative
P1073,Apply,AA,Mathematics,formal,informed,comprehensive_mastery,autonomous
P1074,Evaluate,EC,Physics,formal,novice,skill_building,collaborative
P1075,Analyze,AA,Literature,humanistic,informed,comprehensive_mastery,guided
P1076,Remember,RU,Biology,natural,informed,competency_development,guided
P1077,Remember,RU,Literature,humanistic,novice,comprehensive_mastery,collaborative
P1078,Create,EC,History,humanistic,misinformed,conceptual_orientation,collaborative
P1079,Evaluate,EC,History,humanistic,informed,skill_building,collaborative
P1080,Analyze,AA,History,humanistic,misinformed,skill_building,guided
P1081,Understand,RU,Ethics,humanistic,misinformed,skill_building,autonomous
P1082,Analyze,AA,Psychology,natural,informed,competency_development,autonomous
P1083,Analyze,AA,History,humanistic,misinformed,comprehensive_mastery,guided
P1084,Remember,RU,Literature,humanistic,misinformed,competency_development,autonomous
P1085,Evaluate,EC,Mathematics,formal,misinformed,conceptual_orientation,collaborative
P1086,Evaluate,EC,Computer Science,formal,novice,competency_development,collaborative
P1087,Understand,RU,Mathematics,formal,misinformed,comprehensive_mastery,guided
P1088,Understand,RU,Sociology,applied,misinformed,competency_development,guided
P1089,Understand,RU,Sociology,applied,misinformed,conceptual_orientation,guided
P1090,Analyze,AA,Physics,formal,misinformed,comprehensive_mastery,collaborative
P1091,Remember,RU,Sociology,applied,misinformed,competency_development,guided
P1092,Remember,RU,Sociology,applied,misinformed,skill_building,guided
P1093,Apply,AA,Biology,natural,misinformed,conceptual_orientation,autonomous
P1094,Create,EC,Computer Science,formal,novice,comprehensive_mastery,guided
P1095,Understand,RU,Computer Science,formal,misinformed,conceptual_orientation,guided
P1096,Evaluate,EC,History,humanistic,misinformed,conceptual_orientation,autonomous
P1097,Evaluate,EC,Literature,humanistic,misinformed,competency_development,autonomous
P1098,Remember,RU,Literature,humanistic,informed,comprehensive_mastery,guided
P1099,Understand,RU,Art History,humanistic,misinformed,competency_development,collaborative
P1100,Remember,RU,Biology,natural,novice,conceptual_orientation,autonomous
P1101,Apply,AA,History,humanistic,misinformed,conceptual_orientation,guided
P1102,Evaluate,EC,Ethics,humanistic,informed,competency_development,guided
P1103,Understand,RU,Computer Science,formal,novice,competency_development,collaborative
P1104,Evaluate,EC,Sociology,applied,novice,skill_building,autonomous
P1105,Analyze,AA,Sociology,applied,novice,competency_development,guided
P1106,Evaluate,EC,Psychology,natural,misinformed,conceptual_orientation,guided
P1107,Analyze,AA,Literature,humanistic,misinformed,competency_development,collaborative
P1108,Remember,RU,Ethics,humanistic,misinformed,conceptual_orientation,guided
P1109,Apply,AA,Ethics,humanistic,informed,comprehensive_mastery,collaborative
P1110,Create,EC,Psychology,natural,misinformed,conceptual_orientation,autonomous
P1111,Evaluate,EC,Physics,formal,informed,comprehensive_mastery,collaborative
P1112,Analyze,AA,Mathematics,formal,informed,skill_building,guided
P1113,Remember,RU,History,humanistic,misinformed,comprehensive_mastery,guided
P1114,Evaluate,EC,Physics,formal,informed,conceptual_orientation,autonomous
P1115,Understand,RU,Art History,humanistic,novice,comprehensive_mastery,collaborative
P1116,Evaluate,EC,Literature,humanistic,informed,skill_building,autonomous
P1117,Remember,RU,Physics,formal,novice,competency_development,guided
P1118,Analyze,AA,History,humanistic,informed,competency_development,collaborative
P1119,Create,EC,Biology,natural,misinformed,skill_building,guided
P1120,Evaluate,EC,History,humanistic,novice,skill_building,guided
P1121,Evaluate,EC,Psychology,natural,misinformed,competency_development,autonomous
P1122,Evaluate,EC,Computer Science,formal,novice,conceptual_orientation,collaborative
P1123,Create,EC,Ethics,humanistic,novice,competency_development,autonomous
P1124,Understand,RU,Art History,humanistic,misinformed,skill_building,autonomous
P1125,Remember,RU,Mathematics,formal,informed,competency_development,guided
P1126,Understand,RU,Biology,natural,novice,comprehensive_mastery,autonomous
P1127,Create,EC,Literature,humanistic,novice,conceptual_orientation,guided
P1128,Remember,RU,Psychology,natural,informed,comprehensive_mastery,autonomous
P1129,Remember,RU,Computer Science,formal,informed,comprehensive_mastery,guided
P1130,Remember,RU,Sociology,applied,novice,comprehensive_mastery,guided
P1131,Analyze,AA,Ethics,humanistic,novice,skill_building,autonomous
P1132,Analyze,AA,Literature,humanistic,misinformed,comprehensive_mastery,guided
P1133,Apply,AA,Physics,formal,misinformed,conceptual_orientation,guided
P1134,Remember,RU,Mathematics,formal,misinformed,skill_building,autonomous
P1135,Create,EC,Ethics,humanistic,misinformed,comprehensive_mastery,autonomous
P1136,Remember,RU,History,humanistic,informed,competency_development,guided
P1137,Evaluate,EC,Computer Science,formal,novice,comprehensive_mastery,collaborative
P1138,Analyze,AA,Computer Science,formal,misinformed,comprehensive_mastery,guided
P1139,Analyze,AA,History,humanistic,informed,skill_building,autonomous
P1140,Remember,RU,Biology,natural,misinformed,conceptual_orientation,guided
P1141,Analyze,AA,Psychology,natural,misinformed,conceptual_orientation,collaborative
P1142,Understand,RU,Computer Science,formal,novice,conceptual_orientation,autonomous
P1143,Evaluate,EC,History,humanistic,novice,competency_development,collaborative
P1144,Evaluate,EC,Literature,humanistic,novice,competency_development,guided
P1145,Evaluate,EC,Biology,natural,misinformed,comprehensive_mastery,collaborative
P1146,Evaluate,EC,Physics,formal,novice,skill_building,guided
P1147,Apply,AA,Sociology,applied,informed,skill_building,collaborative
P1148,Create,EC,Sociology,applied,informed,comprehensive_mastery,guided
P1149,Apply,AA,Sociology,applied,informed,conceptual_orientation,guided
P1150,Evaluate,EC,Art History,humanistic,novice,comprehensive_mastery,collaborative
P1151,Evaluate,EC,Psychology,natural,informed,competency_development,autonomous
P1152,Create,EC,History,humanistic,novice,comprehensive_mastery,collaborative
P1153,Apply,AA,Mathematics,formal,misinformed,skill_building,collaborative
P1154,Understand,RU,Physics,formal,misinformed,comprehensive_mastery,collaborative
P1155,Remember,RU,Psychology,natural,novice,competency_development,guided
P1156,Understand,RU,Ethics,humanistic,novice,skill_building,autonomous
P1157,Apply,AA,Psychology,natural,misinformed,comprehensive_mastery,guided
P1158,Remember,RU,Mathematics,formal,misinformed,comprehensive_mastery,autonomous
P1159,Apply,AA,Computer Science,formal,misinformed,competency_development,collaborative
P1160,Remember,RU,Ethics,humanistic,misinformed,comprehensive_mastery,autonomous
P1161,Apply,AA,History,humanistic,informed,comprehensive_mastery,autonomous
P1162,Analyze,AA,Sociology,applied,novice,skill_building,autonomous
P1163,Remember,RU,Psychology,natural,informed,conceptual_orientation,autonomous
P1164,Remember,RU,Physics,formal,novice,conceptual_orientation,guided
P1165,Understand,RU,Computer Science,formal,informed,comprehensive_mastery,autonomous
P1166,Remember,RU,Art History,humanistic,informed,conceptual_orientation,guided
P1167,Analyze,AA,Literature,humanistic,informed,conceptual_orientation,autonomous
P1168,Analyze,AA,Psychology,natural,novice,comprehensive_mastery,guided
P1169,Apply,AA,Literature,humanistic,misinformed,comprehensive_mastery,guided
P1170,Remember,RU,History,humanistic,novice,conceptual_orientation,autonomous
P1171,Understand,RU,Ethics,humanistic,misinformed,conceptual_orientation,autonomous
P1172,Create,EC,Physics,formal,misinformed,comprehensive_mastery,autonomous
P1173,Understand,RU,Computer Science,formal,informed,comprehensive_mastery,collaborative
P1174,Evaluate,EC,Literature,humanistic,novice,competency_development,autonomous
P1175,Remember,RU,Sociology,applied,informed,skill_building,guided
P1176,Apply,AA,Biology,natural,novice,skill_building,collaborative
P1177,Create,EC,Sociology,applied,novice,competency_development,autonomous
P1178,Analyze,AA,Computer Science,formal,misinformed,comprehensive_mastery,collaborative
P1179,Evaluate,EC,Literature,humanistic,misinformed,comprehensive_mastery,collaborative
P1180,Understand,RU,Biology,natural,informed,competency_development,autonomous
P1181,Evaluate,EC,Ethics,humanistic,informed,conceptual_orientation,guided
P1182,Remember,RU,Sociology,applied,informed,skill_building,autonomous
P1183,Remember,RU,Art History,humanistic,informed,skill_building,autonomous
P1184,Understand,RU,History,humanistic,misinformed,skill_building,collaborative
P1185,Create,EC,Ethics,humanistic,informed,conceptual_orientation,collaborative
P1186,Understand,RU,Ethics,humanistic,novice,conceptual_orientation,collaborative
P1187,Understand,RU,Literature,humanistic,novice,comprehensive_mastery,guided
P1188,Create,EC,Ethics,humanistic,misinformed,skill_building,collaborative
P1189,Apply,AA,Biology,natural,novice,conceptual_orientation,collaborative
P1190,Apply,AA,Ethics,humanistic,novice,conceptual_orientation,collaborative
P1191,Evaluate,EC,Sociology,applied,misinformed,competency_development,autonomous
P1192,Remember,RU,Ethics,humanistic,misinformed,competency_development,guided
P1193,Create,EC,Literature,humanistic,misinformed,competency_development,collaborative
P1194,Apply,AA,Ethics,humanistic,informed,conceptual_orientation,collaborative
P1195,Remember,RU,Computer Science,formal,misinformed,conceptual_orientation,guided
P1196,Understand,RU,History,humanistic,novice,comprehensive_mastery,guided
P1197,Remember,RU,Literature,humanistic,informed,competency_development,guided
P1198,Apply,AA,Biology,natural,informed,skill_building,collaborative
